,"('NPS', 'np')","('NPS', 'np1')","('NPS', 'np2')","('NPO', 'np')","('NPO', 'np1')","('NPO', 'np2')","('NPA', 'np')","('NPA', 'np1')","('NPA', 'np2')"
0,0.21052631578947367,0.0,0.0,0.05263157894736842,0.8205128205128205,0.9090909090909091,0.7368421052631579,0.1794871794871795,0.09090909090909091
1,0.3684210526315789,0.02564102564102564,0.0,0.05263157894736842,0.7948717948717948,0.8181818181818182,0.5789473684210527,0.1794871794871795,0.18181818181818182
2,0.3684210526315789,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.631578947368421,0.1282051282051282,0.09090909090909091
3,0.5263157894736842,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.42105263157894735,0.15384615384615385,0.09090909090909091
4,0.47368421052631576,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,0.5263157894736842,0.15384615384615385,0.09090909090909091
5,0.47368421052631576,0.0,0.0,0.10526315789473684,0.8205128205128205,0.9090909090909091,0.42105263157894735,0.1794871794871795,0.09090909090909091
6,0.5789473684210527,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.42105263157894735,0.1282051282051282,0.09090909090909091
7,0.631578947368421,0.02564102564102564,0.0,0.05263157894736842,0.7948717948717948,0.9090909090909091,0.3157894736842105,0.1794871794871795,0.09090909090909091
8,0.5789473684210527,0.02564102564102564,0.09090909090909091,0.05263157894736842,0.8205128205128205,0.8181818181818182,0.3684210526315789,0.15384615384615385,0.09090909090909091
9,0.6842105263157895,0.02564102564102564,0.0,0.0,0.8461538461538461,0.9090909090909091,0.3157894736842105,0.1282051282051282,0.09090909090909091
10,0.5789473684210527,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.42105263157894735,0.1282051282051282,0.09090909090909091
11,0.6842105263157895,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,0.3157894736842105,0.15384615384615385,0.09090909090909091
12,0.5789473684210527,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.42105263157894735,0.1282051282051282,0.09090909090909091
13,0.631578947368421,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,0.3684210526315789,0.15384615384615385,0.09090909090909091
14,0.631578947368421,0.02564102564102564,0.36363636363636365,0.05263157894736842,0.8461538461538461,0.5454545454545454,0.3157894736842105,0.1282051282051282,0.09090909090909091
15,0.47368421052631576,0.02564102564102564,0.0,0.10526315789473684,0.8461538461538461,0.9090909090909091,0.42105263157894735,0.1282051282051282,0.09090909090909091
16,0.47368421052631576,0.0,0.09090909090909091,0.05263157894736842,0.8717948717948718,0.7272727272727273,0.47368421052631576,0.1282051282051282,0.18181818181818182
17,0.5789473684210527,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,0.42105263157894735,0.15384615384615385,0.09090909090909091
18,0.47368421052631576,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,0.5263157894736842,0.15384615384615385,0.09090909090909091
19,0.3684210526315789,0.05128205128205128,0.0,0.05263157894736842,0.8205128205128205,0.9090909090909091,0.5789473684210527,0.1282051282051282,0.09090909090909091
20,0.15789473684210525,0.02564102564102564,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.7894736842105263,0.1282051282051282,0.09090909090909091
21,0.42105263157894735,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.5263157894736842,0.15384615384615385,0.09090909090909091
22,0.3684210526315789,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.631578947368421,0.1282051282051282,0.09090909090909091
23,0.21052631578947367,0.02564102564102564,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.7368421052631579,0.1282051282051282,0.09090909090909091
24,0.15789473684210525,0.02564102564102564,0.0,0.05263157894736842,0.7948717948717948,0.9090909090909091,0.7894736842105263,0.1794871794871795,0.09090909090909091
25,0.0,0.0,0.0,0.05263157894736842,0.8717948717948718,0.8181818181818182,0.9473684210526315,0.1282051282051282,0.18181818181818182
26,0.0,0.0,0.0,0.0,0.8205128205128205,0.9090909090909091,1.0,0.1794871794871795,0.09090909090909091
27,0.10526315789473684,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.8421052631578947,0.1282051282051282,0.09090909090909091
28,0.3157894736842105,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.6842105263157895,0.1282051282051282,0.09090909090909091
29,0.15789473684210525,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.8421052631578947,0.1282051282051282,0.09090909090909091
30,0.0,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.9473684210526315,0.15384615384615385,0.09090909090909091
31,0.10526315789473684,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.8421052631578947,0.1282051282051282,0.09090909090909091
32,0.15789473684210525,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.8421052631578947,0.1282051282051282,0.09090909090909091
33,0.42105263157894735,0.02564102564102564,0.0,0.05263157894736842,0.8205128205128205,0.9090909090909091,0.5263157894736842,0.15384615384615385,0.09090909090909091
34,0.631578947368421,0.02564102564102564,0.0,0.10526315789473684,0.8461538461538461,0.9090909090909091,0.2631578947368421,0.1282051282051282,0.09090909090909091
35,0.5789473684210527,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.3684210526315789,0.15384615384615385,0.09090909090909091
36,0.47368421052631576,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.5263157894736842,0.1282051282051282,0.09090909090909091
37,0.631578947368421,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.3684210526315789,0.1282051282051282,0.09090909090909091
38,0.3157894736842105,0.02564102564102564,0.0,0.05263157894736842,0.8205128205128205,0.9090909090909091,0.631578947368421,0.15384615384615385,0.09090909090909091
39,0.5263157894736842,0.0,0.0,0.0,0.8205128205128205,0.9090909090909091,0.47368421052631576,0.1794871794871795,0.09090909090909091
40,0.21052631578947367,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.7894736842105263,0.1282051282051282,0.09090909090909091
41,0.0,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,1.0,0.15384615384615385,0.09090909090909091
42,0.0,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.9473684210526315,0.1282051282051282,0.09090909090909091
43,0.47368421052631576,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.47368421052631576,0.1282051282051282,0.09090909090909091
44,0.2631578947368421,0.0,0.0,0.10526315789473684,0.8205128205128205,0.8181818181818182,0.631578947368421,0.1794871794871795,0.18181818181818182
45,0.2631578947368421,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.6842105263157895,0.1282051282051282,0.09090909090909091
46,0.0,0.0,0.0,0.10526315789473684,0.8461538461538461,0.9090909090909091,0.8947368421052632,0.15384615384615385,0.09090909090909091
47,0.10526315789473684,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.8947368421052632,0.1282051282051282,0.09090909090909091
48,0.47368421052631576,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.5263157894736842,0.1282051282051282,0.09090909090909091
49,0.05263157894736842,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.8947368421052632,0.1282051282051282,0.09090909090909091
50,0.0,0.0,0.0,0.10526315789473684,0.8461538461538461,0.9090909090909091,0.8947368421052632,0.15384615384615385,0.09090909090909091
51,0.0,0.0,0.0,0.10526315789473684,0.8461538461538461,0.9090909090909091,0.8947368421052632,0.15384615384615385,0.09090909090909091
52,0.0,0.0,0.0,0.10526315789473684,0.8461538461538461,0.9090909090909091,0.8947368421052632,0.15384615384615385,0.09090909090909091
53,0.0,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,1.0,0.1282051282051282,0.09090909090909091
54,0.3684210526315789,0.02564102564102564,0.0,0.0,0.8461538461538461,0.9090909090909091,0.631578947368421,0.1282051282051282,0.09090909090909091
55,0.7368421052631579,0.0,0.0,0.0,0.8205128205128205,0.9090909090909091,0.2631578947368421,0.1794871794871795,0.09090909090909091
56,0.2631578947368421,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.6842105263157895,0.1282051282051282,0.09090909090909091
57,0.47368421052631576,0.02564102564102564,0.0,0.0,0.8461538461538461,0.9090909090909091,0.5263157894736842,0.1282051282051282,0.09090909090909091
58,0.631578947368421,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.3684210526315789,0.1282051282051282,0.09090909090909091
59,0.5789473684210527,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.42105263157894735,0.1282051282051282,0.09090909090909091
60,0.5263157894736842,0.0,0.0,0.05263157894736842,0.8717948717948718,0.8181818181818182,0.42105263157894735,0.1282051282051282,0.18181818181818182
61,0.0,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,1.0,0.1282051282051282,0.09090909090909091
62,0.0,0.02564102564102564,0.0,0.10526315789473684,0.8205128205128205,0.9090909090909091,0.8947368421052632,0.15384615384615385,0.09090909090909091
63,0.05263157894736842,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.8947368421052632,0.1282051282051282,0.09090909090909091
64,0.0,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,1.0,0.1282051282051282,0.09090909090909091
65,0.5263157894736842,0.0,0.18181818181818182,0.0,0.8717948717948718,0.7272727272727273,0.47368421052631576,0.1282051282051282,0.09090909090909091
66,0.5263157894736842,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.42105263157894735,0.1282051282051282,0.09090909090909091
67,0.0,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.9473684210526315,0.1282051282051282,0.09090909090909091
68,0.5789473684210527,0.0,0.0,0.0,0.7692307692307693,0.9090909090909091,0.42105263157894735,0.23076923076923078,0.09090909090909091
69,0.3684210526315789,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,0.631578947368421,0.15384615384615385,0.09090909090909091
70,0.42105263157894735,0.02564102564102564,0.09090909090909091,0.10526315789473684,0.8461538461538461,0.8181818181818182,0.47368421052631576,0.1282051282051282,0.09090909090909091
71,0.42105263157894735,0.02564102564102564,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.5263157894736842,0.1282051282051282,0.09090909090909091
72,0.47368421052631576,0.0,0.0,0.10526315789473684,0.8461538461538461,0.9090909090909091,0.42105263157894735,0.15384615384615385,0.09090909090909091
73,0.6842105263157895,0.02564102564102564,0.0,0.0,0.8205128205128205,0.9090909090909091,0.3157894736842105,0.15384615384615385,0.09090909090909091
74,0.6842105263157895,0.0,0.0,0.05263157894736842,0.8205128205128205,0.9090909090909091,0.2631578947368421,0.1794871794871795,0.09090909090909091
75,0.631578947368421,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.3157894736842105,0.15384615384615385,0.09090909090909091
76,0.6842105263157895,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.3157894736842105,0.1282051282051282,0.09090909090909091
77,0.5789473684210527,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.42105263157894735,0.1282051282051282,0.09090909090909091
78,0.631578947368421,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.3157894736842105,0.1282051282051282,0.09090909090909091
79,0.631578947368421,0.0,0.0,0.05263157894736842,0.7692307692307693,0.9090909090909091,0.3157894736842105,0.23076923076923078,0.09090909090909091
80,0.5263157894736842,0.02564102564102564,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.42105263157894735,0.1282051282051282,0.09090909090909091
81,0.5263157894736842,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.47368421052631576,0.1282051282051282,0.09090909090909091
82,0.2631578947368421,0.0,0.09090909090909091,0.0,0.8717948717948718,0.8181818181818182,0.7368421052631579,0.1282051282051282,0.09090909090909091
83,0.2631578947368421,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.6842105263157895,0.15384615384615385,0.09090909090909091
84,0.05263157894736842,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.9473684210526315,0.1282051282051282,0.09090909090909091
85,0.42105263157894735,0.02564102564102564,0.0,0.05263157894736842,0.8205128205128205,0.9090909090909091,0.5263157894736842,0.15384615384615385,0.09090909090909091
86,0.42105263157894735,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.5789473684210527,0.1282051282051282,0.09090909090909091
87,0.3157894736842105,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.631578947368421,0.1282051282051282,0.09090909090909091
88,0.47368421052631576,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.47368421052631576,0.1282051282051282,0.09090909090909091
89,0.47368421052631576,0.02564102564102564,0.0,0.05263157894736842,0.8205128205128205,0.9090909090909091,0.47368421052631576,0.15384615384615385,0.09090909090909091
90,0.42105263157894735,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.5263157894736842,0.15384615384615385,0.09090909090909091
91,0.47368421052631576,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.5263157894736842,0.1282051282051282,0.09090909090909091
92,0.47368421052631576,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.5263157894736842,0.1282051282051282,0.09090909090909091
93,0.0,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,1.0,0.1282051282051282,0.09090909090909091
94,0.05263157894736842,0.0,0.0,0.0,0.8717948717948718,0.8181818181818182,0.9473684210526315,0.1282051282051282,0.18181818181818182
95,0.15789473684210525,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,0.8421052631578947,0.15384615384615385,0.09090909090909091
96,0.21052631578947367,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,0.7894736842105263,0.15384615384615385,0.09090909090909091
97,0.0,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.9473684210526315,0.15384615384615385,0.09090909090909091
98,0.05263157894736842,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.8947368421052632,0.1282051282051282,0.09090909090909091
99,0.0,0.0,0.09090909090909091,0.05263157894736842,0.8461538461538461,0.8181818181818182,0.9473684210526315,0.15384615384615385,0.09090909090909091
100,0.15789473684210525,0.0,0.09090909090909091,0.05263157894736842,0.8461538461538461,0.8181818181818182,0.7894736842105263,0.15384615384615385,0.09090909090909091
101,0.21052631578947367,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.7894736842105263,0.1282051282051282,0.09090909090909091
102,0.42105263157894735,0.0,0.0,0.05263157894736842,0.8717948717948718,0.8181818181818182,0.5263157894736842,0.1282051282051282,0.18181818181818182
103,0.05263157894736842,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,0.9473684210526315,0.15384615384615385,0.09090909090909091
104,0.05263157894736842,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.8947368421052632,0.15384615384615385,0.09090909090909091
105,0.15789473684210525,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.8421052631578947,0.1282051282051282,0.09090909090909091
106,0.6842105263157895,0.05128205128205128,0.09090909090909091,0.0,0.7948717948717948,0.8181818181818182,0.3157894736842105,0.15384615384615385,0.09090909090909091
107,0.5263157894736842,0.0,0.0,0.0,0.8205128205128205,0.9090909090909091,0.47368421052631576,0.1794871794871795,0.09090909090909091
108,0.631578947368421,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.3684210526315789,0.1282051282051282,0.09090909090909091
109,0.05263157894736842,0.02564102564102564,0.0,0.0,0.8461538461538461,0.9090909090909091,0.9473684210526315,0.1282051282051282,0.09090909090909091
110,0.0,0.0,0.0,0.10526315789473684,0.8461538461538461,0.9090909090909091,0.8947368421052632,0.15384615384615385,0.09090909090909091
111,0.631578947368421,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,0.3684210526315789,0.15384615384615385,0.09090909090909091
112,0.5263157894736842,0.0,0.09090909090909091,0.05263157894736842,0.8461538461538461,0.8181818181818182,0.42105263157894735,0.15384615384615385,0.09090909090909091
113,0.631578947368421,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.3157894736842105,0.1282051282051282,0.09090909090909091
114,0.0,0.0,0.0,0.0,0.7948717948717948,0.8181818181818182,1.0,0.20512820512820512,0.18181818181818182
115,0.0,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,1.0,0.1282051282051282,0.09090909090909091
116,0.42105263157894735,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.5263157894736842,0.15384615384615385,0.09090909090909091
117,0.05263157894736842,0.0,0.0,0.05263157894736842,0.8205128205128205,0.9090909090909091,0.8947368421052632,0.1794871794871795,0.09090909090909091
118,0.05263157894736842,0.0,0.0,0.10526315789473684,0.8461538461538461,0.9090909090909091,0.8421052631578947,0.15384615384615385,0.09090909090909091
119,0.05263157894736842,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.8947368421052632,0.1282051282051282,0.09090909090909091
120,0.0,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,1.0,0.1282051282051282,0.09090909090909091
121,0.0,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,1.0,0.15384615384615385,0.09090909090909091
122,0.0,0.0,0.0,0.0,0.8461538461538461,0.9090909090909091,1.0,0.15384615384615385,0.09090909090909091
123,0.05263157894736842,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.9473684210526315,0.1282051282051282,0.09090909090909091
124,0.15789473684210525,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.7894736842105263,0.1282051282051282,0.09090909090909091
125,0.0,0.0,0.0,0.0,0.8717948717948718,0.8181818181818182,1.0,0.1282051282051282,0.18181818181818182
126,0.5789473684210527,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.3684210526315789,0.1282051282051282,0.09090909090909091
127,0.5263157894736842,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.42105263157894735,0.15384615384615385,0.09090909090909091
128,0.5263157894736842,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.42105263157894735,0.15384615384615385,0.09090909090909091
129,0.5789473684210527,0.0,0.0,0.0,0.8205128205128205,0.9090909090909091,0.42105263157894735,0.1794871794871795,0.09090909090909091
130,0.5263157894736842,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.42105263157894735,0.1282051282051282,0.09090909090909091
131,0.6842105263157895,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.3157894736842105,0.1282051282051282,0.09090909090909091
132,0.631578947368421,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.3684210526315789,0.1282051282051282,0.09090909090909091
133,0.5789473684210527,0.0,0.0,0.05263157894736842,0.8461538461538461,0.9090909090909091,0.3684210526315789,0.15384615384615385,0.09090909090909091
134,0.5789473684210527,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.42105263157894735,0.1282051282051282,0.09090909090909091
135,0.6842105263157895,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.3157894736842105,0.1282051282051282,0.09090909090909091
136,0.6842105263157895,0.02564102564102564,0.09090909090909091,0.0,0.8461538461538461,0.8181818181818182,0.3157894736842105,0.1282051282051282,0.09090909090909091
137,0.631578947368421,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.3157894736842105,0.1282051282051282,0.09090909090909091
138,0.631578947368421,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.3684210526315789,0.1282051282051282,0.09090909090909091
139,0.3684210526315789,0.0,0.0,0.05263157894736842,0.8717948717948718,0.9090909090909091,0.5789473684210527,0.1282051282051282,0.09090909090909091
140,0.5263157894736842,0.0,0.09090909090909091,0.05263157894736842,0.8461538461538461,0.8181818181818182,0.42105263157894735,0.15384615384615385,0.09090909090909091
141,0.5789473684210527,0.0,0.0,0.0,0.8717948717948718,0.9090909090909091,0.42105263157894735,0.1282051282051282,0.09090909090909091
